strain,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
792dc90e,-6.088067194432554,3.1496931671179094,0.694178647958603,-1.5035706820303276,-1.4360226390148374,-0.983696824061288,0.3111145829676153,0.27261381205846263,-0.2360779610779116,0.7246669984152051
4d8634a8,-6.087871475118274,3.1503324351910487,0.694673639271424,-1.504744839911829,-1.4364965620925678,-0.982619682353703,0.309456729337267,0.2688891859869283,-0.2325609964644731,0.7251276795862369
30a35956,-6.086216246636963,3.149266661929001,0.6895781810905425,-1.5042433013583536,-1.435846936212751,-0.9831249153193458,0.31117975277394044,0.2757303550430704,-0.18586656180384947,0.7559979441217013
51cc66f5,-6.0881216114077255,3.1480878316032235,0.692524989821112,-1.5044468508050821,-1.4401771490490256,-0.9748882845998942,0.31371352096500393,0.2771399810165429,-0.23385620686446842,0.7272514185478125
7eae04fa,-6.089254003215204,3.1516555018043535,0.69449278490891,-1.5030946262581542,-1.433976767883684,-0.9801274020875209,0.30559776255464466,0.27018980111297997,-0.23027811955549798,0.7217314415755824
2560a91e,-6.0879088153418195,3.1488740116004563,0.6943483138225834,-1.5048624051878654,-1.4379786932009484,-0.9837907921813855,0.30798220518250313,0.2671496693245777,-0.23071836933747536,0.7254046244040127
764cc50e,-6.08749449436908,3.1500628599486964,0.6950606365543918,-1.5053797426632407,-1.4358685115640315,-0.9833972415782071,0.30918076693754215,0.2706658865755932,-0.22814539611444115,0.7252131784971035
3d021fa2,-6.087143417378231,3.1506588407885006,0.7007447565984473,-1.5006166423310368,-1.4385462603786883,-0.9819345860828336,0.3093410267041455,0.2662061850408444,-0.23591850105770992,0.7262038419456095
7bcb76f0,-6.087969327553248,3.1500127443093904,0.694426092653621,-1.5041575713726918,-1.4362592575010644,-0.983157848863161,0.31028529218674233,0.2707509637762621,-0.23431888467125866,0.7248941950645115
2fb56b04,-6.085531771004345,3.1465376291225513,0.692736926012537,-1.5000307059525182,-1.42746943482154,-0.9768771468911583,0.3056097226878121,0.26808792434420003,-0.2282871075344268,0.7117792617123447
6bd66fde,-6.087473475835158,3.1519889942185917,0.6920805068047725,-1.5031749171745366,-1.4335797918861755,-0.9812150017138052,0.30644013861826613,0.2690599227657416,-0.23307135059538808,0.7231434543020695
4437c188,-6.087892807447114,3.1528359272570023,0.692455608487051,-1.504242691969173,-1.434981273283095,-0.9824728279233349,0.30710213690758154,0.26981141681581966,-0.23380822370194262,0.7261575062349225
69919021,-6.088198584932805,3.149416754675611,0.6925032895395009,-1.504847813827495,-1.4326126398174075,-0.9868253806898257,0.30341463647327743,0.27065085122574656,-0.24097423007303914,0.7228385960109708
be583f3,-6.086859060216092,3.146956635189803,0.6930440183393205,-1.501666067626918,-1.429175025812576,-0.9734881049346071,0.3065269785847054,0.27059308715603914,-0.2298175827651783,0.7150722394285363
57417c33,-6.088120171618123,3.1523934526309665,0.691378905532179,-1.5038475679865386,-1.4365121374574137,-0.9829732915573085,0.311118913232279,0.2663757101137772,-0.23400989223495006,0.7233906491351217
72b570b0,-5.731420166656702,2.4835033281758996,0.4355845010568843,-0.8373045447142307,-0.6235060366481178,-0.3914683204549736,0.4510801700152707,-0.17032449883950995,-0.013019340584342625,-0.03749048970893376
188d0528,-6.084202580989437,3.146386269531933,0.6960566722012735,-1.5010917575061342,-1.4163239135703687,-0.969239913046417,0.3055709834570421,0.266503607704829,-0.22912731723918878,0.6805576185461996
17bbeab5,-5.903120136702908,2.6160575989326413,0.6275026072988383,-1.5448833666405368,-1.3936897005576236,0.3095216015041955,0.8768850109663173,0.894645236555595,-0.4124063515394627,0.24789511716346957
3f252ed4,-5.923099008869234,2.834857956439158,0.5527090120860984,-1.1478131338104152,-1.0075229418036595,-0.6489951497180783,0.4763015475773848,-0.08568069612153102,-0.09231143793779703,0.7144687825399582
538f5ae,-5.919620448543731,2.8338922631295467,0.5738801746039318,-1.1899049174755953,-1.0520786663461144,-0.7060927364796035,0.4034121441620968,0.0518864774052973,-0.13448565232669396,0.3859930110164368
60ec9f59,-5.925628935706715,2.822241942857431,0.5503520383810624,-1.0862261117837555,-0.8469360331096916,-0.4114244168824746,-0.8664096185588752,0.5291716218097897,-0.3345473126249914,0.7182301496891247
54d2bc81,-5.929600475203618,2.8268553841324917,0.5496141140727202,-1.0881736511763545,-0.8520095510760795,-0.4109635843927351,-0.8891202778248455,0.5381087317610677,-0.3416670565638522,0.7549147208283692
a4a1d36,-5.929556620781301,2.8270555511950515,0.5489046029614756,-1.0881323776327532,-0.8519834056411209,-0.41083079646678056,-0.8887117440168872,0.5371750494794169,-0.34114970660946353,0.7586207217163937
3655e75c,-5.927375485165897,2.820939744829935,0.5464366322481198,-1.0839635343960232,-0.8442396983468393,-0.4097241810870136,-0.8765100128405661,0.5258893964752455,-0.3444692944179532,0.7415278682424646
733ef576,-5.68319687335029,3.2100994166310794,-0.2678856281507548,-0.7261735586739402,-1.426507885892042,-0.16139540499232424,-0.9422818867772533,-0.09997712360118718,-1.3245778676843507,0.5617687326499428
2a01f61d,-5.92577240539609,2.8206307642142012,0.5456280727518279,-1.0835531413441715,-0.8501277532902618,-0.41000413771465793,-0.8744127124405869,0.5285363170346397,-0.32279439360578427,0.7287177989821936
1c568417,-5.256844487234005,2.0352252638819692,0.4818926273130567,-1.2070009659030254,-1.3558325114247416,-0.92756519319066,-0.9140391101335757,1.101126040625812,-0.8392105003630954,0.511435428586061
5b302dbd,-5.928201716105843,2.8216919703906043,0.547154082680185,-1.0841122431175028,-0.8471326003221029,-0.4107136583444034,-0.8834934826805565,0.527989816967041,-0.33888498442268367,0.7279376054471377
59804ba6,-5.927213156006946,2.821832817310775,0.5491402908692932,-1.085445603697438,-0.8499064447140723,-0.412661280280409,-0.8845027644120456,0.5288112958376745,-0.34054337164612863,0.7315710027782707
29296322,-5.925038107284828,2.821569739964097,0.5466480737074975,-1.0865013040372595,-0.8449285948322202,-0.40856068125775374,-0.8795150928415199,0.5279400441753004,-0.3354388346843169,0.724595797102912
4c8a5e2b,-5.660709138625724,2.2930897810611346,0.3238366317804652,-0.4583547354519972,-0.05422900529743642,0.3029761156277399,-1.556120408252296,0.3745308883138887,-0.17248756108223398,-0.06402543170993799
2b908052,-5.661112836330662,2.2952569965295893,0.32019166054252124,-0.4631664007168936,-0.047745343150766915,0.3032421364357597,-1.5550985269719502,0.38173183961194007,-0.172894172599489,-0.056680976155024806
73029c,-5.926203388220259,2.820270832649409,0.5452089768368251,-1.081107824504681,-0.8479432512484395,-0.4090017425907807,-0.8747053792035292,0.529089393269274,-0.3363510634817117,0.7255767521721921
7376f92d,-6.140798810527725,3.267718313145531,0.7385643135190885,-1.6557579385962062,-1.6847115019885375,-1.248124517049554,1.3135439315511035,-0.17344238623164585,0.048420644252284595,0.00019473656510095018
5affa761,-6.083341652800675,3.1407753034222705,0.6914849878321557,-1.493984198688073,-1.4212731028518357,-0.9691296172958024,0.30130476085157476,0.26082439417815134,-0.22383485519528928,0.6913099583129709
60aee23e,-6.142098511133935,3.2681895171105917,0.7392308838157922,-1.6608312199200599,-1.689735157675107,-1.2487863559104824,1.3206656454353844,-0.16893390742453657,0.04213310870763086,0.007721761062664867
32c6a3b2,-6.084641353406879,3.1412465073873337,0.6921515581288608,-1.4990574800119283,-1.4262967585384059,-0.9697914561567287,0.3084264747358559,0.26533287298526087,-0.23012239073994276,0.6988369828105364
4fdb17ea,-6.084193845642169,3.141818222764537,0.6909820886010756,-1.4980114183749813,-1.427902435739128,-0.9622586906846924,0.31909659959266884,0.2626017699672174,-0.2252330774095818,0.6849466059877257
596310b2,-6.0842676455060145,3.1419943293066352,0.6917066849685011,-1.494210373296833,-1.4206917001306456,-0.9681210014031678,0.3009275814271669,0.25881612193441195,-0.22283325675185778,0.6862384720718017
4a3e1811,-6.083097790853323,3.1425818618999335,0.6900864000694127,-1.494341853652896,-1.4236120689435576,-0.9700508805923983,0.3019023544062735,0.2619333961077508,-0.2235336533410338,0.6945942095792027
6a835de1,-6.084388728851606,3.142762013005892,0.6923614376887995,-1.4964685400259,-1.4217742989941946,-0.9702105965885316,0.29703992226286285,0.26229239840613816,-0.22696593592861947,0.6938011816421807
2d89b5d1,-6.083987062130514,3.142458457267711,0.693664787380544,-1.4947915347577942,-1.4239979304688604,-0.9707258259710559,0.30003682979586915,0.2623777011164432,-0.22642550991227484,0.6974786280108325
1d2927a2,-6.0837606997947145,3.141619223364747,0.6918597667480618,-1.4950454448893729,-1.4226625531107204,-0.9703719511670492,0.30195566485401637,0.2615528915823226,-0.22454252849780207,0.6941914189416211
bb04827,-6.083230548687008,3.1414345642648205,0.6900594118119778,-1.4943724966635987,-1.4238376449254047,-0.9716603319957692,0.3013693024213788,0.26120542338305675,-0.2276264972386951,0.6922163094177788
5c80a1a0,-6.083337308450207,3.141244958664051,0.6903440660746626,-1.4953691507288283,-1.4224950007517168,-0.9687031575035673,0.300876358505411,0.26201394944312284,-0.21718688787881738,0.6907965277601157
13b57555,-6.084068042082258,3.1417220837157593,0.6917989778970927,-1.4949868097969354,-1.4231226505901249,-0.9715350263387376,0.30311240927471705,0.26379114929752584,-0.22669714058771118,0.6954119808344724
5243a981,-6.083364226503469,3.1419864661268853,0.6917894747519417,-1.4951985500070424,-1.421970316021879,-0.9708464185194068,0.3021499530198033,0.26443660556814175,-0.21978101427591124,0.6947764511434883
70299885,-6.083877705645712,3.1401904221782004,0.6913050076357948,-1.494399600379476,-1.4238012127355877,-0.9731049662357147,0.3002471449970355,0.2604690659019725,-0.22326079495203738,0.6935231133874954
1064416b,-6.083191693355907,3.143244793365049,0.6898788216263047,-1.494144696508756,-1.423007713391229,-0.970470149924877,0.2993793118489434,0.2648625704349342,-0.22714400482127398,0.6928758533077407
1acf6aaf,-6.084226751080454,3.1404346059177555,0.6917520896129373,-1.4960737066838705,-1.424769857530688,-0.9680368418879575,0.29941862758774196,0.26535274985493396,-0.22583117008884293,0.6929232533273632
78bfc437,-6.0831615631903615,3.1411095966336777,0.6928716144150896,-1.4964718267040136,-1.4209210598865207,-0.9721925647705496,0.3012881460127758,0.26252715703693547,-0.22221123201312037,0.6922862959681696
252a047c,-6.083760699794713,3.141619223364747,0.6918597667480618,-1.4950454448893733,-1.4226625531107207,-0.9703719511670474,0.3019556648540168,0.26155289158232253,-0.2245425284978016,0.6941914189416208
25533d5e,-6.083750281267246,3.1406250289404505,0.6917400520333721,-1.4954606427110315,-1.4238372543735813,-0.9705164307078302,0.3009747225424707,0.25994353452387314,-0.22285773918325502,0.6948113024707385
242aa94b,-6.084520674026605,3.143083386462637,0.689803417562099,-1.4925521619842568,-1.415798302179137,-0.9704482468776927,0.300252118683416,0.2649725446400539,-0.22130259215389222,0.6932400509640492
a66a1eb,-6.082935125257926,3.1428199541693735,0.6875512213752707,-1.4934543457480118,-1.4252626720950339,-0.9675389444511746,0.30355694066640704,0.25314251657207115,-0.22288949987838133,0.7086575669403888
44f6834c,-6.084221933387685,3.1411300607588926,0.6914824095351002,-1.4943090032203257,-1.4225456779776857,-0.9712971127539847,0.2979335551963265,0.2611268479424986,-0.2241074237268644,0.6901608274751064
2afab2c3,-6.083627390142959,3.1403561981913946,0.6907570177718478,-1.495349870190667,-1.422366755247378,-0.9745723405303393,0.2985000702911756,0.2600736731062941,-0.2279756425590984,0.6928483675245404
53999e59,-6.083829908665411,3.14139736592927,0.6947644246664999,-1.4932247589404672,-1.4247768628499728,-0.9710078721769416,0.2970848139024284,0.25966497854642134,-0.22479252911194164,0.6945229801931324
3a403332,-6.0842984037637144,3.142637780154662,0.6914418342778712,-1.4952197334020938,-1.422228826767193,-0.9709906596760509,0.29669898283689017,0.2650057538664689,-0.21643474916247563,0.6988641671828046
54412424,-6.08430278713608,3.142248314721784,0.6919060079736213,-1.4948737266632628,-1.421764019116825,-0.9691339809512572,0.3003253292304669,0.26046583481702484,-0.2239396126918601,0.690410519804334
6dac13d0,-6.082797862948634,3.143208881166148,0.6916278080496524,-1.4963658293359337,-1.419528444323968,-0.9758768944311152,0.3106377668402038,0.2709703242176037,-0.20865430584839567,0.6929830633769576
6d9800ed,-6.083060544535378,3.1419475382221127,0.6931176069012697,-1.4953598005390811,-1.4211743759176976,-0.9713042535499381,0.30223577083425335,0.2669868423722649,-0.21689060560772733,0.6922574826456458
1c942be,-6.084563767503368,3.1430446242096575,0.6923924148554308,-1.4964100177357325,-1.4241022047226943,-0.9713983802956616,0.30104591212196874,0.26254449498575444,-0.2256522225714734,0.6970542306061586
667453df,-6.084363214325261,3.141066154830832,0.691295456540347,-1.4936146252634135,-1.4213048525747833,-0.9701726890913137,0.29993932593785255,0.25855106687839524,-0.22251548693239723,0.6855218013969593
701a5352,-6.083816092430725,3.142621084113739,0.6952496913655977,-1.494116072914575,-1.4252574538482783,-0.9718207556217189,0.3104179837121868,0.2553268602020092,-0.22313996544624737,0.6934809202769204
6eec2e9e,-6.083808455410888,3.1411551849604984,0.6916542826652426,-1.4947479439023257,-1.4229693784385962,-0.9713971934860522,0.30146363693404343,0.2614241513884565,-0.2243864247145251,0.6938486118453762
6147b7fb,-6.0839583965194235,3.1429829366383477,0.6921113144416867,-1.4959126509582952,-1.4224358296534911,-0.9707200196490597,0.29783426638090404,0.26625451975571646,-0.22087848026012283,0.6960617700084306
26e3ee42,-6.085283357631486,3.1462266685183105,0.690828568624391,-1.4971284099100906,-1.427383459916471,-0.9734674721184499,0.3021351767820289,0.26179639259969395,-0.22861909825625085,0.7026741509026967
30088ffb,-6.083649541277421,3.1420852749502717,0.6930712278897166,-1.4916114839977686,-1.4248510227072009,-0.9733310232615913,0.2995575314847645,0.266220644207249,-0.22941280881186696,0.6949585416157877
5f2a5e98,-6.083211235608872,3.1415827693995637,0.690223083173681,-1.494814867158683,-1.4212342990512574,-0.971921944729968,0.3034947676088509,0.2632505387675083,-0.23238576848006437,0.693379937304002
1dc76084,-6.083899442188793,3.1409344027710304,0.6920072630893757,-1.4962209770017543,-1.4237259080958264,-0.9671314737569149,0.30074714102212896,0.26163752593121903,-0.22392363544140662,0.692495464481978
10223c79,-6.082549987152899,3.135290651877793,0.6932230711747077,-1.5022261018342944,-1.4330646641822993,-0.9540333210062003,0.30358707928697065,0.2673574663350079,-0.21119180833000042,0.6951367868009574
768cb5fe,-6.094520794683255,3.1603868943028397,0.7029456786176271,-1.5166462381850951,-1.4433108847394158,-0.9953037292977075,0.3525566623876601,0.2170042382010401,-0.20082906905073455,0.6464820483371716
109c6447,-6.083659248211231,3.1413911013169105,0.691792052439639,-1.495636340636501,-1.4217651702085186,-0.967969158198388,0.30076297557864146,0.2603812856416311,-0.21715273550849046,0.6900680193630393
3356db2e,-6.080183024061682,3.0507404410863135,0.7053619090517319,-1.6392329080633505,-1.5858401070720445,-0.49857860777138974,0.5478041017141784,0.708952136386283,-0.37995064091746106,0.6302390823455083
57f3415b,-6.0838036683479135,3.140618055115381,0.6915723507555384,-1.4949436671603544,-1.4237105650755233,-0.9717331464971732,0.3005102334191232,0.2599041585900769,-0.22260898352806024,0.6942213375382267
4a1d0f3c,-6.083808455410889,3.1411551849604984,0.6916542826652423,-1.494747943902325,-1.4229693784385968,-0.9713971934860545,0.30146363693404304,0.2614241513884563,-0.2243864247145246,0.6938486118453732
4c80ef2e,-5.973235598348182,3.1900731304149166,1.5430855659181935,-0.9320408526851232,-1.689026674380954,-0.8879786210501366,0.2909860913487992,-0.020800276065037444,-0.5657494138832831,0.7827371781521901
3f245e6a,-6.083652798370912,3.139148753749935,0.6905556563845962,-1.4954220268366052,-1.426435562509522,-0.9689859092767292,0.30178653343741696,0.26342813581958746,-0.22451446676357992,0.6928499354201693
1165089e,-6.082956361098537,3.1414968065209945,0.6909024856299805,-1.4967731240573152,-1.4236843886438264,-0.966170658891128,0.3041971191754465,0.2654957461280984,-0.22681970281000255,0.6941041718220937
3d02080f,-6.084018991354805,3.140059092771602,0.6916454662204303,-1.4958003723822009,-1.4236058723197698,-0.9632411486348544,0.30717866891066303,0.26828703201304893,-0.22706813222075928,0.6945502232092184
2980cad5,-6.083248882772592,3.1417105908894825,0.688230094784796,-1.4931756429004472,-1.4265726365632692,-0.9733915598360098,0.3006531145316277,0.2593033259729097,-0.22821291038887442,0.6945884873406334
